Date,Open,High,Low,Close,Adj Close,Volume
2021-09-01,120.22000122070312,125.27999877929688,111.0199966430664,111.6500015258789,105.17745208740234,149550300
2021-10-01,112.0,117.1500015258789,107.58000183105469,113.69999694824219,107.54854583740234,154392400
2021-11-01,113.58000183105469,128.08999633789062,112.41000366210938,117.1500015258789,110.8118896484375,186917400
2021-12-01,119.22000122070312,123.66000366210938,113.91000366210938,120.30999755859375,113.8009262084961,155307700
2022-01-01,124.12999725341797,145.0,114.19000244140625,122.62999725341797,116.47522735595703,358353400
2022-02-01,122.9000015258789,128.66000366210938,104.37999725341797,107.01000213623047,101.63919830322266,201631300
2022-03-01,110.0,111.11000061035156,97.62000274658203,104.26000213623047,99.02721405029297,338909100
2022-04-01,105.7699966430664,105.94999694824219,90.22000122070312,92.93000030517578,88.69154357910156,252108500
2022-05-01,92.5,96.29000091552734,85.38999938964844,95.30000305175781,90.95346069335938,196435900
2022-06-01,95.5999984741211,96.37000274658203,80.12000274658203,81.75,78.02145385742188,196798000
2022-07-01,79.04000091552734,89.20999908447266,73.73999786376953,88.4800033569336,84.88929748535156,244005100
2022-08-01,85.30000305175781,91.94000244140625,81.7300033569336,83.3499984741211,79.96747589111328,265011300
2022-09-01,81.44999694824219,82.9800033569336,67.73999786376953,68.55999755859375,65.77767944335938,227317900
2022-10-01,68.08000183105469,74.91999816894531,59.5099983215332,61.54999923706055,59.386146545410156,346480100
2022-11-01,63.2599983215332,83.43000030517578,59.43000030517578,82.9800033569336,80.0627670288086,357723500
2022-12-01,83.04000091552734,83.62999725341797,72.83999633789062,74.48999786376953,71.87122344970703,261392300
2023-01-01,75.8499984741211,98.0,73.7699966430664,92.7300033569336,89.97711181640625,318689500
2023-02-01,93.0,98.98999786376953,86.66000366210938,87.06999969482422,84.4851303100586,259738900
2023-03-01,89.04000091552734,95.81999969482422,85.44000244140625,93.0199966430664,90.25849914550781,237414100
2023-04-01,93.01000213623047,93.5999984741211,81.20999908447266,84.30000305175781,82.22318267822266,192480400
2023-05-01,84.30000305175781,105.23999786376953,82.44000244140625,98.58999633789062,96.16114044189453,296509800
2023-06-01,98.68000030517578,110.69000244140625,94.25,100.91999816894531,98.43372344970703,247171900
2023-07-01,102.25,107.30000305175781,96.33000183105469,99.1500015258789,97.11239624023438,197706200
2023-08-01,99.13999938964844,99.19000244140625,89.55999755859375,93.56999969482422,91.6470718383789,186425900
2023-09-01,94.30000305175781,95.05000305175781,84.0199966430664,86.9000015258789,85.1141357421875,168480300
2023-10-01,87.18000030517578,94.76000213623047,84.94999694824219,86.30999755859375,84.97501373291016,206486400
2023-11-01,86.47000122070312,100.69999694824219,86.33999633789062,97.30999755859375,95.80486297607422,186178300
2023-12-01,97.69999694824219,105.5199966430664,95.25,104.0,102.39140319824219,173271700
